Coefs,StdErr,pValue,tStat,R2,adjR2,Event,Security,RegressVar,nObs
0.000723542867766079,0.000695260137880295,0.298024390620257,1.04067934913112,0.000967217144503985,0.000967217144503985,University of Michigan Sentiment,SVENY01,SurpriseZscore,464
0.471302681403546,0.24431191568701,0.0537181620430967,1.92910231201058,0.00996219418655953,0.00996219418655953,CPI MoM,SVENY01,SurpriseZscore,248
2.91531406997743,0.977023324568367,0.0028462435807024,2.98387356439558,0.0227605932106081,0.0227605932106081,FOMC Rate Decision,SVENY01,SurpriseZscore,162
0.316692696424271,0.135281981269791,0.0192330892730052,2.34098209866319,0.00861732453066499,0.00861732453066499,GDP Annualized QoQ,SVENY01,SurpriseZscore,250
0.000815677264756218,0.000632071280455716,0.196882998195175,1.29048303566035,0.000534497041580928,0.000534497041580928,Initial Jobless Claims,SVENY01,SurpriseZscore,1056
-0.000256078100056366,0.00195628437858337,0.895854222644078,-0.130900242756017,0.000241038736348509,0.00024103873634862,ISM Manufacturing,SVENY01,SurpriseZscore,130
0.000245942143497171,0.00126886857582454,0.846310632786943,0.19382790951171,-2.51638041905977e-05,-2.51638041905977e-05,Change in Non-farm Payrolls,SVENY01,SurpriseZscore,246
0.209341734911546,0.237269298986236,0.377616801153129,0.882295922000805,-0.00595500523575887,-0.00595500523575887,PCE Core Deflator MoM,SVENY01,SurpriseZscore,127
0.0293226649175141,0.157468581955481,0.852277889755202,0.186212795932868,-0.000179950229985293,-0.000179950229985293,Retail Sales Advance MoM,SVENY01,SurpriseZscore,205
0.0907777139611658,0.123038423114366,0.460636164282865,0.737799718684517,0.00163511644619163,0.00163511644619174,Unemployment Rate,SVENY01,SurpriseZscore,245
0.000185641657640667,0.00104596369342735,0.859128353911873,0.177483844618324,-0.00203917515938823,-0.00203917515938823,University of Michigan Sentiment,SVENY05,SurpriseZscore,464
0.451146712341707,0.312156276236248,0.148385109380146,1.44525914321283,0.00555325660507211,0.00555325660507211,CPI MoM,SVENY05,SurpriseZscore,248
3.03547003242951,1.38657480231327,0.0285833296954222,2.18918591868634,0.0108379914131684,0.0108379914131684,FOMC Rate Decision,SVENY05,SurpriseZscore,162
0.286294870932769,0.217002889535651,0.187064281396718,1.31931363469579,-0.0150222370912594,-0.0150222370912594,GDP Annualized QoQ,SVENY05,SurpriseZscore,250
0.00108797632768347,0.000711428301787565,0.126193912014548,1.52928457435525,0.00193684404510763,0.00193684404510763,Initial Jobless Claims,SVENY05,SurpriseZscore,1056
-0.00327464833913645,0.00215738472578439,0.129044978590265,-1.51787870749194,0.0189449387542722,0.0189449387542722,ISM Manufacturing,SVENY05,SurpriseZscore,130
-0.00115050735176516,0.00203266213502317,0.571386896766881,-0.566010126297772,-0.00147671261417215,-0.00147671261417215,Change in Non-farm Payrolls,SVENY05,SurpriseZscore,246
-0.100425634160875,0.292940578393688,0.731734533622919,-0.342819129775566,-0.031031693550174,-0.031031693550174,PCE Core Deflator MoM,SVENY05,SurpriseZscore,127
-0.0139079662759251,0.248406595261211,0.955350796512919,-0.0559887158442802,-0.000475478925005435,-0.000475478925005435,Retail Sales Advance MoM,SVENY05,SurpriseZscore,205
0.0553261884118705,0.19156289019294,0.772723143347607,0.288814750895368,-0.00220043730832575,-0.00220043730832575,Unemployment Rate,SVENY05,SurpriseZscore,245
-0.000250867842990589,0.0011220736413617,0.823087859812571,-0.223575203750572,-0.00126041666077903,-0.00126041666077903,University of Michigan Sentiment,SVENY10,SurpriseZscore,464
0.188594634555643,0.30625176708503,0.53801618958735,0.615815661573898,-0.00067333435030581,-0.00067333435030581,CPI MoM,SVENY10,SurpriseZscore,248
2.40677567171122,1.81853807706404,0.18568002511516,1.32346729610241,0.00571065102136381,0.0057106510213637,FOMC Rate Decision,SVENY10,SurpriseZscore,162
0.215091765928338,0.213094850272982,0.312796732468604,1.00937101789554,-0.0134760845219772,-0.0134760845219772,GDP Annualized QoQ,SVENY10,SurpriseZscore,250
0.000928896903212364,0.000686235103367519,0.175859809220479,1.35361321310152,0.00110065232506096,0.00110065232506085,Initial Jobless Claims,SVENY10,SurpriseZscore,1056
-0.00535090802357037,0.00219351857203493,0.014710953256356,-2.43941769711406,0.0452368616458778,0.0452368616458778,ISM Manufacturing,SVENY10,SurpriseZscore,130
-0.000677728956930668,0.00192326472708465,0.724549816391461,-0.352384644394739,-0.00180674466031627,-0.00180674466031627,Change in Non-farm Payrolls,SVENY10,SurpriseZscore,246
-0.219553616778901,0.29349722411255,0.454423796485365,-0.748060283850271,-0.0153663438064053,-0.0153663438064053,PCE Core Deflator MoM,SVENY10,SurpriseZscore,127
0.0209880575806835,0.248959339405403,0.932815404638993,0.0843031542050597,-0.000613311482489998,-0.000613311482489998,Retail Sales Advance MoM,SVENY10,SurpriseZscore,205
-0.0355436193012927,0.181038141148308,0.844350147893677,-0.196332215277083,-0.00202264235916516,-0.00202264235916516,Unemployment Rate,SVENY10,SurpriseZscore,245
