Estimate,SE,tStat,pValue,Event,Security
-3.74548528064894,6.63298503356244,-0.564675671918005,0.572835283059571,GDP CQOQ Index,USSV0F5Curncy
0.0264939764011621,0.0276288688443175,0.958923673294398,0.337823107861776,INJCJC Index,USSV0F5Curncy
-0.0366281732296625,0.0742166637525041,-0.493530312165598,0.622374472444243,NAPMPMI Index,USSV0F5Curncy
0.105175540060637,0.089222698909727,1.17879801155814,0.239670772180506,NFP TCH Index,USSV0F5Curncy
3.64417745465281,12.5410475345226,0.290579989001816,0.771850294157308,PCE CMOM Index,USSV0F5Curncy
8.7562558450803,8.95004830433112,0.978347328119219,0.329055699933168,RSTAMOM Index,USSV0F5Curncy
0.0124328313398196,0.0600622639030556,0.206999046187919,0.836100444006536,CONSSENT Index,USSV015Curncy
-4.01110200623708,15.7607250170126,-0.254499840705766,0.799331987215363,CPI CHNG Index,USSV015Curncy
0,0,NaN,NaN,DGNOCHNG Index,USSV015Curncy
-131.417941968206,115.270611362645,-1.14008193775221,0.25831142836395,FDTR Index,USSV015Curncy
-4.79596440664312,8.06995436230615,-0.594298826402852,0.552886403726849,GDP CQOQ Index,USSV015Curncy
0.0260421829703417,0.0339830272133818,0.766329109140896,0.443656776086027,INJCJC Index,USSV015Curncy
-0.0468354373736228,0.0769942271293571,-0.608298038954727,0.543928565231532,NAPMPMI Index,USSV015Curncy
0.111840641599902,0.101726229338865,1.09942777125205,0.272706545630827,NFP TCH Index,USSV015Curncy
2.12300095162234,15.1371288160403,0.140251231090315,0.888685451712037,PCE CMOM Index,USSV015Curncy
12.0323166915172,11.1000341577904,1.08398915899484,0.27964283384736,RSTAMOM Index,USSV015Curncy
0.026404316537947,0.0709417414691765,0.372197185903864,0.709914158992809,CONSSENT Index,USSV025Curncy
-7.98311903991388,18.2204671223894,-0.438140196202993,0.661687126243874,CPI CHNG Index,USSV025Curncy
0,0,NaN,NaN,DGNOCHNG Index,USSV025Curncy
-96.496358948126,133.511799928461,-0.722755284550364,0.472345697877184,FDTR Index,USSV025Curncy
-7.67033475408389,9.95053811391227,-0.770846226231691,0.441575701633053,GDP CQOQ Index,USSV025Curncy
0.0212338028601039,0.0418331990238471,0.507582574500208,0.611855203379693,INJCJC Index,USSV025Curncy
-0.0416307659926989,0.0801059662387348,-0.519696196768033,0.604057017367742,NAPMPMI Index,USSV025Curncy
0.113751477454991,0.111823422064262,1.0172419637598,0.310084469923433,NFP TCH Index,USSV025Curncy
-3.00066238457488,18.0199641504376,-0.166518776592684,0.868015631013312,PCE CMOM Index,USSV025Curncy
17.2911975954647,13.1621437673938,1.31370678675457,0.190413184119605,RSTAMOM Index,USSV025Curncy
0.0875394666490655,0.0612423060886273,1.42939533534845,0.153556375980124,CONSSENT Index,USSV0C10Curncy
-1.30745055891878,12.1057329036159,-0.108002594252534,0.914085788689774,CPI CHNG Index,USSV0C10Curncy
0,0,NaN,NaN,DGNOCHNG Index,USSV0C10Curncy
-130.856950661537,84.542324267377,-1.54782769217088,0.126374657483276,FDTR Index,USSV0C10Curncy
-3.31179182414135,7.44622325710829,-0.444761284988314,0.656903378341503,GDP CQOQ Index,USSV0C10Curncy
0.0425158696509914,0.04047738818722,1.05036099301523,0.293799507356715,INJCJC Index,USSV0C10Curncy
0.148995453164456,0.0951880327186324,1.56527505516238,0.119668631249362,NAPMPMI Index,USSV0C10Curncy
-0.0982874691441455,0.104943193379618,-0.936577837769844,0.34993724306015,NFP TCH Index,USSV0C10Curncy
-17.3885776416644,29.5225443837124,-0.588993191632146,0.55692033286455,PCE CMOM Index,USSV0C10Curncy
-9.45097389370146,10.6130985643483,-0.890500906629603,0.374240874924863,RSTAMOM Index,USSV0C10Curncy
0.0793182175728292,0.0645456074338797,1.22887088256288,0.219736446800449,CONSSENT Index,USSV0F10Curncy
-4.63039384640311,14.5141828006947,-0.319025460130038,0.749990593029956,CPI CHNG Index,USSV0F10Curncy
0,0,NaN,NaN,DGNOCHNG Index,USSV0F10Curncy
-123.025029786615,88.5598811405948,-1.3891733841795,0.169380015989068,FDTR Index,USSV0F10Curncy
-2.08308199869678,8.47966281541543,-0.24565622997531,0.806163681183145,GDP CQOQ Index,USSV0F10Curncy
0.0484681249999822,0.0463070717201697,1.0466678889322,0.295499289193867,INJCJC Index,USSV0F10Curncy
0.217825314235027,0.109811021157889,1.98363799861065,0.0491587984510319,NAPMPMI Index,USSV0F10Curncy
-0.118428906082822,0.111097977228627,-1.06598615957794,0.287523856509047,NFP TCH Index,USSV0F10Curncy
-19.7952544630282,30.1980740628247,-0.655513806007817,0.513332093075411,PCE CMOM Index,USSV0F10Curncy
-10.1555372505614,12.1380815785711,-0.836667407845595,0.403753775641713,RSTAMOM Index,USSV0F10Curncy
0.0636755197476535,0.0726258281469462,0.876761358491042,0.381065132752639,CONSSENT Index,USSV0110Curncy
-8.10009075226626,18.9612562454717,-0.427191671659451,0.669630870059122,CPI CHNG Index,USSV0110Curncy
0,0,NaN,NaN,DGNOCHNG Index,USSV0110Curncy
-109.808898700023,89.8511151408379,-1.22212059948173,0.225944226638331,FDTR Index,USSV0110Curncy
0.0095358534435969,10.5481015131772,0.000904035046655957,0.999279454714886,GDP CQOQ Index,USSV0110Curncy
0.0516625445122706,0.0565774921475466,0.913128923734222,0.361389256270573,INJCJC Index,USSV0110Curncy
0.324068752517887,0.137894385728901,2.35012289155125,0.020096463780775,NAPMPMI Index,USSV0110Curncy
-0.149875055967196,0.123102331204976,-1.21748349117484,0.224641427670384,NFP TCH Index,USSV0110Curncy
-24.0649641617153,32.7977195119286,-0.73373894648263,0.464470952901408,PCE CMOM Index,USSV0110Curncy
-12.5092537783643,14.9601746520082,-0.836170303445296,0.404032683938032,RSTAMOM Index,USSV0110Curncy
0.0404528506027175,0.0867900074717954,0.466100324001743,0.641360088666312,CONSSENT Index,USSV0210Curncy
-10.3880768583805,24.9208395614027,-0.41684297323873,0.677173776158376,CPI CHNG Index,USSV0210Curncy
0,0,NaN,NaN,DGNOCHNG Index,USSV0210Curncy
-88.3855739579675,90.6962419148486,-0.97452300218734,0.333302351622559,FDTR Index,USSV0210Curncy
2.25831786291945,13.7583112493198,0.164142082701545,0.869760984804652,GDP CQOQ Index,USSV0210Curncy
0.0487384013775585,0.0706363469156311,0.689990401623859,0.490356260326934,INJCJC Index,USSV0210Curncy
0.445345588000676,0.179703121940896,2.47822955545062,0.0143348676671616,NAPMPMI Index,USSV0210Curncy
-0.182572401609525,0.144334242565271,-1.26492783946929,0.20715010830118,NFP TCH Index,USSV0210Curncy
-29.965584287587,38.0323902379932,-0.787896424602109,0.432237024379654,PCE CMOM Index,USSV0210Curncy
-16.8272723380475,18.7360967167766,-0.898120488617038,0.370174932653413,RSTAMOM Index,USSV0210Curncy
