Estimate,SE,tStat,pValue,Event
111.258782251363,229.24393099415,0.48532923758929,0.627891149028285,CPUPXCHG Index
49.297939848931,68.9121256675812,0.715373954458099,0.475079197910867,USURTOT Index
-86.4589896980693,215.121043325752,-0.401908564412951,0.688879353117803,FDIDSGMO Index
-16.2652789751848,710.139968066151,-0.0229043283107671,0.981761439311582,PCE CMOM Index
-37.7755523621193,49.2335582564491,-0.767272439772746,0.443680031984403,GDP CQOQ Index
-49.3406434690812,77.0715469427813,-0.640192722558329,0.523309831843719,RSTAXAG% Index
-0.00026461003941712,0.000426165453288868,-0.620909173596854,0.535253555538303,NFP TCH Index
0.0335527565270853,0.0308509045122924,1.08757772446239,0.27874855950213,EMPRGBCI Index
-0.00941793657848276,0.0564659948170784,-0.166789527201144,0.86767727582877,USTBTOT Index
-1407.87894914502,586.16839323009,-2.40183361198798,0.0174665320209738,FDTR Index
