Estimate,SE,tStat,pValue,Event
-103.558760363587,285.605443291575,-0.36259379082584,0.717231490089244,CPUPXCHG Index
57.3688764381399,76.4349329667492,0.750558340426576,0.453659892038275,USURTOT Index
31.975068495164,286.727714495417,0.111517188184734,0.911500233366417,FDIDSGMO Index
-413.827232769212,877.370404729961,-0.471667645202348,0.637948675199404,PCE CMOM Index
1.97384446954102,41.2639881558145,0.0478345539962766,0.961888213335447,GDP CQOQ Index
-38.2776311627806,57.0120018748885,-0.67139602020606,0.503303103502662,RSTAXAG% Index
-0.000259624097487172,0.00047282233974914,-0.549094396903746,0.583455458021768,NFP TCH Index
0.0495759851855536,0.0373983916109528,1.32561810949737,0.187238668571196,EMPRGBCI Index
-0.0221970289712709,0.0892530154910809,-0.2486978042046,0.803809018079392,USTBTOT Index
-1494.21466244247,697.318165663858,-2.1428018600662,0.0336505268248017,FDTR Index
