Estimate,SE,tStat,pValue,Event
1515.43993263014,576.895084214235,2.62689000842199,0.00917881086491927,CPUPXCHG Index
-250.535573113366,62.6967109617153,-3.99599228205689,8.59428986706309e-05,USURTOT Index
19.1493421902331,133.326524793429,0.143627400623412,0.886174852744692,FDIDSGMO Index
108.536262601843,670.405818096012,0.16189636138614,0.871636907348287,PCE CMOM Index
-18.634248060697,49.5201795897676,-0.376296051732158,0.707032043254222,GDP CQOQ Index
5.72347990431042,62.8006355198513,0.091137292750823,0.927540692818636,RSTAXAG% Index
0.00197561394871277,0.000379387725798071,5.20737444670071,4.1426729565251e-07,NFP TCH Index
0.0872901961910789,0.0254756769377052,3.42641321777343,0.000814094094979117,EMPRGBCI Index
-0.163729589495736,0.0805164633001718,-2.03349206839027,0.043112449568441,USTBTOT Index
-1198.84394934459,929.129650582783,-1.29028704292521,0.198824293757991,FDTR Index
