Estimate,SE,tStat,pValue,Event
-287.411483875312,376.730434710116,-0.762910180316243,0.446275649938031,CPUPXCHG Index
88.5463252189049,87.5910695555446,1.01090585682088,0.313088112801956,USURTOT Index
-266.064470715101,325.990621997543,-0.816172161900738,0.41695249632206,FDIDSGMO Index
-669.389370229302,1056.16962650526,-0.633789642715092,0.527323186694187,PCE CMOM Index
11.1491481519336,52.7499246960887,0.211358560531942,0.832788359861423,GDP CQOQ Index
-39.6293565295502,62.0583690813446,-0.63858198525335,0.524353704684759,RSTAXAG% Index
-0.000470292863720223,0.000541840685823333,-0.867954134905186,0.386293760023231,NFP TCH Index
0.0363976976956704,0.0443211576379541,0.821226241268154,0.412987024259922,EMPRGBCI Index
-0.0318476085867922,0.111380448600296,-0.285935359275503,0.775176347098724,USTBTOT Index
-1308.51785052851,887.265524668573,-1.47477594265515,0.142250122414698,FDTR Index
