Estimate,SE,tStat,pValue,Event
1092.68777475978,471.235760939884,2.31877091114734,0.0212590189002492,CPUPXCHG Index
-390.355804761485,62.8072510802469,-6.21513914472613,2.27615914171844e-09,USURTOT Index
10.2196135540966,208.199511216438,0.0490856750545998,0.960979789516321,FDIDSGMO Index
807.367507308971,603.626864485039,1.33752746077288,0.18336809054499,PCE CMOM Index
-9.51062756835368,55.7507865455112,-0.170591809688458,0.864689671063627,GDP CQOQ Index
8.59994583643449,59.0011769253857,0.14575888625595,0.884364717599087,RSTAXAG% Index
0.00294085610882663,0.000372716552403933,7.89032869578453,1.09422811336968e-13,NFP TCH Index
0.0531173524471104,0.020339389380146,2.61155098879026,0.0100487483325935,EMPRGBCI Index
-0.0835407082070257,0.0702402942461097,-1.18935589754669,0.235484852912747,USTBTOT Index
-1331.80384990865,848.108301150248,-1.57032285629369,0.118327918899983,FDTR Index
