Estimate,SE,tStat,pValue,Event,Security
-39.9507976837803,30.4738541285941,-1.31098605103231,0.194338103352086,FDTR Index,USSV015Curncy
-2.66732198860996,3.55286041010177,-0.7507533876158,0.453512821093991,GDP CQOQ Index,USSV015Curncy
0,0,NaN,NaN,INJCJC Index,USSV015Curncy
-0.130374851512919,0.0365768658895782,-3.56440740183993,0.00048771241578961,NAPMPMI Index,USSV015Curncy
-0.16632529143147,0.0265620048163149,-6.26177476367708,1.70267334899814e-09,NFP TCH Index,USSV015Curncy
-4.76129419089348,7.34820937567337,-0.647952983846104,0.518203751859195,PCE CMOM Index,USSV015Curncy
-12.5443664509868,4.32788907053105,-2.89849537420041,0.0041595840245955,RSTAMOM Index,USSV015Curncy
-0.0292182146154623,0.0205567466243133,-1.42134429875712,0.155882684394925,CONSSENT Index,USSV025Curncy
-2.78226265472853,4.03712736206835,-0.689168907790685,0.491371805328302,CPI CHNG Index,USSV025Curncy
0,0,NaN,NaN,DGNOCHNG Index,USSV025Curncy
-29.8556151745973,24.9009096433066,-1.19897688888737,0.234760306370854,FDTR Index,USSV025Curncy
-2.64908768938562,2.75527112221595,-0.961461711708093,0.337256547914225,GDP CQOQ Index,USSV025Curncy
0,0,NaN,NaN,INJCJC Index,USSV025Curncy
-0.11625429911079,0.0303334178484346,-3.83254863305123,0.000185190891041771,NAPMPMI Index,USSV025Curncy
-0.130637222321237,0.0238933733777411,-5.46750851191809,1.12714272545701e-07,NFP TCH Index,USSV025Curncy
-3.60926247341384,5.63046330621094,-0.641024064473075,0.522680577510974,PCE CMOM Index,USSV025Curncy
-11.5309594144977,3.81381668034303,-3.02346976296212,0.00281962078207392,RSTAMOM Index,USSV025Curncy
-0.02174597870669,0.0209217173725513,-1.03939740316061,0.299156636226307,CONSSENT Index,USSV0C10Curncy
-1.99429056640779,4.28677568290364,-0.465219249600895,0.642189380062717,CPI CHNG Index,USSV0C10Curncy
0,0,NaN,NaN,DGNOCHNG Index,USSV0C10Curncy
-32.2142470349248,27.2303975228726,-1.18302522054134,0.240980071666599,FDTR Index,USSV0C10Curncy
-1.36295366222042,3.47788193220545,-0.391891872348906,0.695474653953771,GDP CQOQ Index,USSV0C10Curncy
0,0,NaN,NaN,INJCJC Index,USSV0C10Curncy
-0.0894041992021571,0.0369728978868727,-2.41810094182259,0.0167845231835454,NAPMPMI Index,USSV0C10Curncy
-0.0789508181825137,0.0283690968508251,-2.78298666318725,0.00580755126366237,NFP TCH Index,USSV0C10Curncy
-10.8445814181254,6.81554120136869,-1.59115484709382,0.114100616228181,PCE CMOM Index,USSV0C10Curncy
-7.97949114401948,4.17856169363342,-1.90962626115519,0.0575843485709657,RSTAMOM Index,USSV0C10Curncy
-0.0174268255593391,0.0186875061833703,-0.932538851805005,0.351538955266583,CONSSENT Index,USSV0F10Curncy
-2.70753148557793,4.1185442602579,-0.6574001187032,0.511543326386737,CPI CHNG Index,USSV0F10Curncy
0,0,NaN,NaN,DGNOCHNG Index,USSV0F10Curncy
-24.5440942229098,27.4440277383639,-0.894332801908653,0.374345362958106,FDTR Index,USSV0F10Curncy
-1.43061918011888,2.98914776447411,-0.478604369152215,0.632641778756982,GDP CQOQ Index,USSV0F10Curncy
0,0,NaN,NaN,INJCJC Index,USSV0F10Curncy
-0.0947203481182355,0.0316015805062513,-2.99732945633838,0.00318214357749178,NAPMPMI Index,USSV0F10Curncy
-0.0723274202540785,0.0229119388459893,-3.15675686550373,0.00179608547233542,NFP TCH Index,USSV0F10Curncy
-8.60998714237106,4.95374984758899,-1.73807467217215,0.08466023274563,PCE CMOM Index,USSV0F10Curncy
-12.1660972351557,3.33623512580404,-3.64665462007076,0.000337253707745771,RSTAMOM Index,USSV0F10Curncy
-0.0193171082461929,0.0161650733876016,-1.19499044532695,0.232695980287055,CONSSENT Index,USSV0110Curncy
-2.30858661298443,3.32741930652317,-0.69380694175171,0.488463264671244,CPI CHNG Index,USSV0110Curncy
0,0,NaN,NaN,DGNOCHNG Index,USSV0110Curncy
-21.7178659912312,20.2175612110462,-1.07420799989295,0.286582972755958,FDTR Index,USSV0110Curncy
-2.02009939777623,2.48786181425946,-0.811982155197609,0.417580555823205,GDP CQOQ Index,USSV0110Curncy
0,0,NaN,NaN,INJCJC Index,USSV0110Curncy
-0.0993432681513494,0.0279356703899372,-3.5561440539882,0.000502077172430964,NAPMPMI Index,USSV0110Curncy
-0.0961239470374663,0.0201991609648775,-4.75880890323156,3.33732472470426e-06,NFP TCH Index,USSV0110Curncy
-5.64811180583633,4.78667145203397,-1.17996646781268,0.240254257617484,PCE CMOM Index,USSV0110Curncy
-8.00128144394975,3.12345200626053,-2.56167901024644,0.0111384421098438,RSTAMOM Index,USSV0110Curncy
-0.0151224316579752,0.0143066636944352,-1.05702013977286,0.291047703253473,CONSSENT Index,USSV0210Curncy
-1.3662658786632,2.97601071609784,-0.45909306417238,0.646576049090775,CPI CHNG Index,USSV0210Curncy
0,0,NaN,NaN,DGNOCHNG Index,USSV0210Curncy
-13.6677651647348,16.742781244632,-0.816337797468203,0.417199986021544,FDTR Index,USSV0210Curncy
-2.0876723606762,2.14086546956573,-0.975153455625439,0.330434357582876,GDP CQOQ Index,USSV0210Curncy
0,0,NaN,NaN,INJCJC Index,USSV0210Curncy
-0.0722186263409295,0.0225192250268248,-3.20697653915278,0.00163564291000614,NAPMPMI Index,USSV0210Curncy
-0.0748060607319647,0.0169471915078298,-4.41406829546969,1.52419470444568e-05,NFP TCH Index,USSV0210Curncy
-3.88472136464601,4.07130833629116,-0.954170267581569,0.34183902790532,PCE CMOM Index,USSV0210Curncy
-6.82656514979158,2.74656241965387,-2.48549426764963,0.0137409145802054,RSTAMOM Index,USSV0210Curncy
