Estimate,SE,tStat,pValue,Event
-170.111068016089,268.63001235702,-0.633254142094909,0.527178282616535,CPUPXCHG Index
-77.9144745929523,71.2317354048728,-1.09381688021632,0.275141115822694,USURTOT Index
130.692074449356,223.846456641394,0.583846965506036,0.561052159711883,FDIDSGMO Index
-286.619037185236,839.116295247742,-0.341572483824324,0.733219945823456,PCE CMOM Index
-17.1030927211137,38.1796387891955,-0.447963712164655,0.654586882386664,GDP CQOQ Index
-73.5435524451931,52.3499930722027,-1.40484359460678,0.162740013093587,RSTAXAG% Index
0.000695428724619772,0.000439192016234185,1.58342751897602,0.114651933032041,NFP TCH Index
0.0219202093478898,0.0285858149702777,0.76682121432191,0.444546837634521,EMPRGBCI Index
0.0600297067119352,0.0884973217753259,0.678322298434485,0.498226347901667,USTBTOT Index
-1819.10371420337,892.301701540276,-2.03866440136028,0.043139996252622,FDTR Index
