Coefs,StdErr,pValue,tStat,R2,adjR2,Event,Security,RegressVar,nObs
0.0143678055677745,0.0743187601061614,0.846703065240217,0.19332676631379,0.000212670152552663,0.000212670152552663,University of Michigan Sentiment,Tenor3mSwap,SurpriseZscore,120
-5.72935097958143,18.2923765765584,0.754121299572162,-0.313209765587461,-0.00306761501849429,-0.00306761501849429,CPI MoM,Tenor3mSwap,SurpriseZscore,77
-32.2196302549637,36.3384941044257,0.375265817412009,-0.886652874562561,0.00304937869340083,0.00304937869340072,FOMC Rate Decision,Tenor3mSwap,SurpriseZscore,41
-22.7324518962697,13.1276029650065,0.0833353793417346,-1.73165291156858,-0.0181798566819509,-0.0181798566819509,GDP Annualized QoQ,Tenor3mSwap,SurpriseZscore,67
-0.0757506944784078,0.0674176179058368,0.26118112562,-1.12360384171701,-0.00563569905233652,-0.00563569905233652,Initial Jobless Claims,Tenor3mSwap,SurpriseZscore,266
-0.429227813788846,0.450112051545058,0.340285074141333,-0.953602135991417,0.0755794241546456,0.0755794241546456,ISM Manufacturing,Tenor3mSwap,SurpriseZscore,32
0.160032851576418,0.157271308976156,0.308887532765446,1.01755909973815,-0.157742485265029,-0.157742485265029,Change in Non-farm Payrolls,Tenor3mSwap,SurpriseZscore,61
31.9131860918496,25.5443128909523,0.211545692494075,1.24932646370587,0.0145168209240848,0.0145168209240848,PCE Core Deflator MoM,Tenor3mSwap,SurpriseZscore,57
-3.60868241094746,17.958431135663,0.840740471532916,-0.200946418074411,-0.00369606893511021,-0.00369606893511021,Retail Sales Advance MoM,Tenor3mSwap,SurpriseZscore,53
-11.678609890136,22.0235287491645,0.595918659102176,-0.530278776991131,-0.0905427980313738,-0.0905427980313738,Unemployment Rate,Tenor3mSwap,SurpriseZscore,65
-0.0997402839007692,0.0788747304817407,0.206036126605675,-1.26454040846274,0.00511826473921673,0.00511826473921662,University of Michigan Sentiment,Tenor6mSwap,SurpriseZscore,120
-26.2919940389012,14.8285528237657,0.0762178694356188,-1.77306540640723,0.0174289424625599,0.0174289424625599,CPI MoM,Tenor6mSwap,SurpriseZscore,77
-39.6580480914456,34.8992199652303,0.255806282951155,-1.13635915447269,0.00761758274461677,0.00761758274461677,FOMC Rate Decision,Tenor6mSwap,SurpriseZscore,41
-20.8661022169754,11.3895165348659,0.0669447767282252,-1.83204459584387,-0.054704750746249,-0.054704750746249,GDP Annualized QoQ,Tenor6mSwap,SurpriseZscore,67
-0.053194611176707,0.0595125733260774,0.371408469452977,-0.893838195926204,-0.00024973781160198,-0.00024973781160198,Initial Jobless Claims,Tenor6mSwap,SurpriseZscore,266
-0.312459408366393,0.381387736285248,0.412632567772619,-0.819269679224025,0.058954221010088,0.058954221010088,ISM Manufacturing,Tenor6mSwap,SurpriseZscore,32
0.0651267773766969,0.125523578972714,0.603871634370762,0.518840985173423,-0.119965661384749,-0.119965661384749,Change in Non-farm Payrolls,Tenor6mSwap,SurpriseZscore,61
22.2140252708897,20.0532592603634,0.267969210495683,1.10775136263247,0.00662150453155352,0.00662150453155352,PCE Core Deflator MoM,Tenor6mSwap,SurpriseZscore,57
-10.3636145833568,19.4324223174703,0.593815108716119,-0.533315631682194,0.00117627689096422,0.00117627689096422,Retail Sales Advance MoM,Tenor6mSwap,SurpriseZscore,53
-6.5948487000254,15.5587447755719,0.671662332566636,-0.423867657394811,-0.0624990380030632,-0.0624990380030632,Unemployment Rate,Tenor6mSwap,SurpriseZscore,65
-0.139900633880378,0.0630387121438082,0.0264675942510372,-2.21928128165478,-0.00122256795559972,-0.00122256795559972,University of Michigan Sentiment,Tenor12mSwap,SurpriseZscore,120
-13.1379204367096,15.7803379484873,0.405098565227292,-0.832550004923624,0.00425804211128467,0.00425804211128467,CPI MoM,Tenor12mSwap,SurpriseZscore,77
-47.8450409196676,28.3873104102736,0.0919041704128506,-1.68543762083047,0.0175505509719722,0.0175505509719722,FOMC Rate Decision,Tenor12mSwap,SurpriseZscore,41
-22.9104108648703,11.4102071830766,0.0446552618540409,-2.00788736762384,-0.0345586981801302,-0.0345586981801302,GDP Annualized QoQ,Tenor12mSwap,SurpriseZscore,67
-0.0272593782065526,0.0482955378518828,0.572462544343963,-0.564428504557795,0.00016805668987796,0.000168056689878071,Initial Jobless Claims,Tenor12mSwap,SurpriseZscore,266
-0.277296010990621,0.285258428335011,0.331007266878986,-0.972087004086558,0.0651984971322612,0.0651984971322612,ISM Manufacturing,Tenor12mSwap,SurpriseZscore,32
0.0896607061542267,0.0754168259848036,0.234491326731099,1.18886873033205,-0.11740897023592,-0.11740897023592,Change in Non-farm Payrolls,Tenor12mSwap,SurpriseZscore,61
14.5517096723963,18.6832756796169,0.436060499506217,0.778862867621866,-0.00180547482668869,-0.00180547482668869,PCE Core Deflator MoM,Tenor12mSwap,SurpriseZscore,57
-6.18547596627522,16.1454310388712,0.701638210807149,-0.383109992627838,-0.0189165171316203,-0.0189165171316203,Retail Sales Advance MoM,Tenor12mSwap,SurpriseZscore,53
-4.15537652992395,11.9236059281411,0.727464722387214,-0.348499988591268,-0.160355743695687,-0.160355743695687,Unemployment Rate,Tenor12mSwap,SurpriseZscore,65
-0.165130903072746,0.0631460524199055,0.00892110078982467,-2.61506296505547,0.0204976781180277,0.0204976781180277,University of Michigan Sentiment,Tenor24mSwap,SurpriseZscore,120
-12.4442062963397,12.9154608988429,0.335290461143027,-0.963512366597356,0.0057830288249876,0.00578302882498749,CPI MoM,Tenor24mSwap,SurpriseZscore,77
